Rk.,Player,Year,HR,SO,BB,SLG
1139," Canha, Mark",2020,5,54,37,0.408
1140," Edman, Tommy",2020,5,48,16,0.368
1141," Correa, Carlos",2020,5,49,16,0.383
1142," Altuve, Jose",2020,5,39,17,0.344
1143," Mumphrey, Jerry",1980,4,90,49,0.372
1144," Templeton, Garry",1980,4,43,18,0.417
1145," LeFlore, Ron",1980,4,99,62,0.363
1146," Garcia, Damaso",1980,4,55,12,0.381
1147," Richards, Gene",1980,4,73,61,0.385
1148," Wilson, Willie",1985,4,94,29,0.408
1149," Puckett, Kirby",1985,4,87,41,0.385
1150," Sax, Steve",1990,4,46,49,0.325
1151," Fernandez, Tony",1990,4,70,71,0.391
1152," Biggio, Craig",1990,4,79,53,0.348
1153," DeShields, Delino",1990,4,96,66,0.393
1154," Caminiti, Ken",1990,4,97,48,0.309
1155," Gwynn, Tony",1990,4,23,44,0.415
1156," Fletcher, Scott",1990,4,63,45,0.312
1157," Goodwin, Tom",1995,4,72,38,0.358
1158," Reed, Jody",1995,4,38,59,0.328
1159," Offerman, Jose",1995,4,67,69,0.375
1160," Vina, Fernando",2000,4,36,36,0.398
1161," Henderson, Rickey",2000,4,75,88,0.305
1162," Furcal, Rafael",2000,4,80,73,0.382
1163," Castillo, Luis",2005,4,32,65,0.374
1164," Cabrera, Orlando",2010,4,53,28,0.354
1165," Bartlett, Jason",2010,4,83,45,0.35
1166," Escobar, Alcides",2010,4,70,36,0.326
1167," Jackson, Austin",2010,4,170,47,0.4
1168," Cabrera, Melky",2010,4,64,42,0.354
1169," Escobar, Yunel",2010,4,57,56,0.318
1170," Molina, Yadier",2015,4,59,32,0.35
1171," Giavotella, Johnny",2015,4,59,32,0.375
1172," Strange-Gordon, Dee",2015,4,91,25,0.418
1173," Owings, Chris",2015,4,144,26,0.322
1174," Simmons, Andrelton",2015,4,48,39,0.338
1175," Polanco, Jorge",2020,4,35,13,0.354
1176," Escobar, Eduardo",2020,4,41,15,0.335
1177," McNeil, Jeff",2020,4,24,20,0.454
1178," Cronenworth, Jake",2020,4,30,18,0.477
1179," Reyes, Victor",2020,4,45,9,0.391
1180," Reddick, Josh",2020,4,42,20,0.378
1181," Wilson, Willie",1980,3,81,28,0.421
1182," Foli, Tim",1980,3,23,19,0.327
1183," Manning, Rick",1980,3,66,63,0.306
1184," Carew, Rod",1980,3,38,59,0.437
1185," De Jesus, Ivan",1980,3,81,60,0.325
1186," Collins, Dave",1980,3,68,53,0.37
1187," Milner, Eddie",1985,3,31,61,0.347
1188," Uribe, Jose",1985,3,57,30,0.315
1189," Trillo, Manny",1985,3,44,40,0.288
1190," Finley, Steve",1990,3,53,32,0.328
1191," Wilson, Mookie",1990,3,102,31,0.355
1192," Stillwell, Kurt",1990,3,60,39,0.352
1193," Butler, Brett",1990,3,62,90,0.384
1194," Lansford, Carney",1990,3,50,45,0.32
1195," McGee, Willie",1990,3,104,48,0.419
1196," Cora, Joey",1995,3,31,37,0.372
1197," Sanchez, Rey",1995,3,48,14,0.36
1198," Vizcaino, Jose",1995,3,76,35,0.365
1199," Morris, Warren",2000,3,78,65,0.343
1200," McLemore, Mark",2000,3,78,81,0.316
1201," Vizquel, Omar",2005,3,58,56,0.35
1202," Taveras, Willy",2005,3,103,25,0.341
1203," Reed, Jeremy",2005,3,74,48,0.352
1204," Span, Denard",2010,3,74,60,0.348
1205," Castro, Starlin",2010,3,71,29,0.408
1206," Aybar, Erick",2015,3,73,25,0.338
1207," Pagan, Angel",2015,3,93,32,0.332
1208," Escobar, Alcides",2015,3,75,26,0.32
1209," Markakis, Nick",2015,3,83,70,0.376
1210," Hernandez, Cesar",2020,3,57,24,0.408
1211," Fletcher, David",2020,3,25,20,0.425
1212," Kiner-Falefa, Isiah",2020,3,32,14,0.37
1213," Solano, Donovan",2020,3,39,10,0.463
1214," Robles, Victor",2020,3,53,9,0.315
1215," Alberto, Hanser",2020,3,30,5,0.393
1216," Gonzalez, Erik",2020,3,51,8,0.359
1217," Cabell, Enos",1980,2,84,26,0.351
1218," Griffin, Alfredo",1980,2,58,24,0.349
1219," Dauer, Rich",1980,2,19,46,0.352
1220," Moreno, Omar",1980,2,101,57,0.325
1221," Bowa, Larry",1980,2,28,24,0.322
1222," Peters, Rick",1980,2,48,54,0.373
1223," Fernandez, Tony",1985,2,41,43,0.39
1224," Carew, Rod",1985,2,47,64,0.345
1225," Griffin, Alfredo",1985,2,50,20,0.332
1226," Perconte, Jack",1985,2,36,50,0.34
1227," Weiss, Walt",1990,2,53,46,0.321
1228," Castillo, Luis",2000,2,86,78,0.388
1229," Clayton, Royce",2005,2,105,38,0.351
1230," Pierre, Juan",2005,2,45,41,0.354
1231," Theriot, Ryan",2010,2,74,41,0.312
1232," Bourn, Michael",2010,2,109,59,0.346
1233," Revere, Ben",2015,2,64,32,0.377
1234," Holt, Brock",2015,2,97,46,0.379
1235," Crawford, J.P.",2020,2,39,23,0.338
1236," Marte, Ketel",2020,2,21,7,0.409
1237," Villar, Jonathan",2020,2,54,19,0.292
1238," Solak, Nick",2020,2,42,18,0.344
1239," Garcia, Avisail",2020,2,49,20,0.326
1240," Whitaker, Lou",1980,1,79,73,0.283
1241," Rose, Pete",1980,1,33,66,0.354
1242," Sax, Steve",1985,1,43,54,0.318
1243," Guillen, Ozzie",1985,1,36,12,0.358
1244," Coleman, Vince",1985,1,115,50,0.335
1245," Oester, Ron",1985,1,65,51,0.361
1246," Santana, Rafael",1985,1,54,29,0.302
1247," Meacham, Bob",1985,1,102,54,0.266
1248," Dernier, Bob",1985,1,44,40,0.316
1249," Pettis, Gary",1985,1,125,62,0.323
1250," Backman, Wally",1985,1,72,36,0.344
1251," Smith, Ozzie",1990,1,33,61,0.305
1252," Lind, Jose",1990,1,52,35,0.34
1253," Johnson, Lance",1990,1,45,33,0.357
1254," Guillen, Ozzie",1990,1,37,26,0.341
1255," Griffin, Alfredo",1990,1,65,29,0.254
1256," Yelding, Eric",1990,1,87,39,0.297
1257," Oquendo, Jose",1990,1,46,74,0.316
1258," Weiss, Walt",1995,1,57,98,0.321
1259," Lewis, Darren",1995,1,57,34,0.297
1260," Butler, Brett",1995,1,51,67,0.376
1261," Stocker, Kevin",1995,1,75,43,0.274
1262," Sanchez, Rey",2000,1,55,28,0.322
1263," Izturis, Cesar",2010,1,53,25,0.268
1264," Pierre, Juan",2010,1,47,45,0.316
1265," Figgins, Chone",2010,1,114,74,0.306
1266," Lopez, Nicky",2020,1,41,18,0.266
1267," Wong, Kolten",2020,1,30,20,0.326
1268," Tapia, Raimel",2020,1,38,14,0.402
1269," Taveras, Frank",1980,0,64,23,0.327
1270," Smith, Ozzie",1980,0,49,71,0.276
1271," Scott, Rodney",1980,0,75,70,0.293
1272," Dilone, Miguel",1980,0,45,28,0.432
1273," Nixon, Otis",1995,0,85,58,0.338
1274," Kendall, Jason",2005,0,39,50,0.321
1275," Podsednik, Scott",2005,0,75,47,0.349
1276," Morgan, Nyjer",2010,0,88,40,0.314
1277," Andrus, Elvis",2010,0,96,64,0.301
